0;78.;
83;96.77;
149;96.;
165;77;
233;97.77;
316;83.55;
384;81.55;
467;81.55;
533;87.55;
617;84.55;
683;86.55;
767;81.55;
849;86.55;
915;85.55;
999;83.55;
1067;84.55;
1150;88.55;
1216;88.55;
1300;82.55;
1366;57.63;
1451;61.63;
1517;64.6;
1599;58.63;
1666;62.63;
1750;62.63;
1833;57.63;
1900;62.63;
1983;60.63;
2049;63.63;
2133;57.63;
2200;64.63;
2283;58.63;
2349;48.00;
2433;46.00;
2516;49.00;
2583;48.00;
2667;47.00;
2732;49.00;
2816;51.00;
2883;49.00;
2967;51.00;
3033;53.00;
3116;46.00;
3183;47.00;
3266;46.00;
3333;62.36;
3417;58.36;
3483;61.36;
3566;60.36;
3650;59.36;
3717;62.36;
3800;58.36;
3866;58.36;
3949;61.36;
4016;57.36;
4100;61.36;
4167;59.36;
4249;61.36;
4400;83.26;
4550;83.26;
4632;83.26;
4700;86.26;
4783;81.26;
4850;82.26;
4933;86.26;
5000;82.26;
5083;81.26;
5166;85.26;
5233;86.26;
5316;83.26;
5383;100.73;
5466;98.73;
5533;100.73;
5617;96.73;
5766;102.73;
5917;96.73;
6066;98.73;
6216;100.73;
6300;100.73;
6367;92.46;
6449;90.46;
6516;88.46;
6601;91.46;
6667;90.46;
6750;89.46;
6834;91.46;
6900;90.46;
6982;88.46;
7050;89.46;
7134;87.46;
7199;93.46;
7283;91.46;
7350;65.06;
7434;70.06;
7501;64;
7583;69.06;
7650;65;
7733;71.06;
7818;68.06;
7883;65.06;
7966;70.06;
8034;65.06;
8118;69.06;
8183;70.06;
8266;64.06;
8333;48.04;
8416;54.04;
8499;48.04;
8567;54.04;
8650;50.04;
8715;49.04;
8799;53.04;
8867;54.04;
8950;47.04;
9017;51.;
9099;51.04;
9166;52.;
9250;49.04;
9317;52.;
9400;55.05;
9483;52.05;
9550;53.05;
9634;54.05;
9700;58.05;
9784;54.05;
9849;58.05;
9933;57.05;
10016;54.05;
10084;56.05;
10167;59.05;
10234;57.05;
10316;59.05;
10383;74.48;
10467;81.48;
10534;79.48;
10616;80.48;
10683;81.4;
10767;76.48;
10834;75.4;
10917;74.48;
10984;80.4;
11068;74.48;
11151;81.48;
11217;81.48;
11300;80.48;
11366;97.71;
11450;95.71;
11517;100.71;
11600;100.71;
11683;99.71;
11751;100.71;
11833;94.71;
11900;93.71;
11985;94.71;
12051;99.71;
12133;96.71;
12200;95.71;
12284;98.71;
12351;94.0;
12434;98.06;
12501;98.0;
12583;96.06;
12651;96.0;
12735;98.06;
12816;98.06;
12882;94.06;
12967;94.06;
13034;95.06;
13117;94.06;
13183;96.06;
13266;98.06;
13350;77.05;
13416;78.05;
13500;78.05;
13566;74.05;
13650;72.05;
13717;72.05;
13800;71.05;
13867;74.05;
13949;78.05;
14018;72.05;
14100;71.05;
14167;76.05;
14250;78.05;
14317;75.05;
14400;49.99;
14483;49.99;
14550;56.99;
14633;52.99;
14700;50.99;
14783;55.99;
14850;51.99;
14934;52.99;
15084;49.99;
15233;56.99;
15384;52.25;
15466;52.25;
15533;55.25;
15617;55.25;
15684;49.25;
15767;53.25;
15833;53.25;
15918;49.25;
16000;51.25;
16067;49.25;
16150;50.25;
16216;54.25;
16301;51.25;
16367;67.42;
16451;68.42;
16517;68;
16599;68.42;
16667;74;
16750;71.42;
16817;70;
16901;67.42;
16967;74;
17051;74.42;
17133;69.42;
17200;70.42;
17283;71.42;
17350;94.89;
17433;89.89;
17501;89.89;
17585;95.89;
17667;89.89;
17733;92.89;
17816;94.89;
17883;96.89;
17967;96.89;
18033;90.89;
18116;90.89;
18183;89;
18267;96.89;
18333;96;
18417;96.99;
18483;97.;
18499;99;
18567;100.99;
18650;98.99;
18718;98.99;
18801;95.99;
18866;97.99;
18950;98.99;
19017;100.99;
19101;94.99;
19167;99.99;
19250;97.99;
19318;95.99;
19401;81.03;
19485;81.03;
19550;81.03;
19634;84.03;
19701;81.03;
19785;85.03;
19850;79.;
19934;82.03;
20001;79.;
20084;85.03;
20151;84.0;
20234;82.03;
20317;79.03;
20384;55.61;
20467;59.61;
20535;59.61;
20617;54.61;
20683;54.61;
20767;58.61;
20835;59.61;
20917;54.61;
21000;54.61;
21067;60.61;
21151;60.61;
21217;54.61;
21301;58.61;
21367;48.26;
21450;51.26;
21517;46.2;
21601;51.26;
21668;50.2;
21750;47.26;
21817;48.2;
21900;49.26;
21984;47.26;
22051;47.26;
22134;47.26;
22200;49.26;
22285;53.26;
22351;67.65;
22435;65.65;
22517;62.65;
22584;61.65;
22667;60.65;
22734;65.65;
22818;60.65;
22884;66.65;
22967;66.65;
23033;60.65;
23118;64.65;
23184;62.65;
23267;65.65;
23334;60.65;
23417;86.56;
23484;87.56;
23568;89.56;
23650;89.56;
23717;84.56;
23800;86.56;
23867;86.56;
23951;89.56;
24018;91.56;
24101;90.56;
24251;87.56;
24400;101.00;
24551;96.00;
24634;98.00;
24701;97.00;
24784;101.00;
24851;103.00;
24933;100.00;
25001;101.00;
25085;97.00;
25167;101.00;
25234;96.00;
25318;102.00;
25385;84.46;
25469;90.46;
25534;84.46;
25618;87.46;
25768;84.46;
25917;87.46;
26068;87.46;
26218;84.46;
26301;90.46;
26367;63.54;
26452;61.54;
26518;61.54;
26601;62.54;
26667;61.54;
26751;60.54;
26834;62.54;
26901;62.54;
26984;65.54;
27050;61.54;
27134;61.54;
27201;67.54;
27285;63.54;
27352;66.54;
27434;51.24;
27501;49;
27584;49.24;
27651;53;
27734;49.24;
27801;51;
27884;49.24;
27968;53.24;
28035;47.24;
28118;53.24;
28184;50.24;
28268;47.24;
28351;48.24;
28417;57.70;
28501;60.70;
28567;56.70;
28651;54.70;
28718;58.70;
28801;59.70;
28868;57.70;
28951;55.70;
29017;54.70;
29101;60.70;
29168;61.;
29185;70;
29251;54.70;
29317;57.;
29334;70;
29401;82.15;
29468;78.;
29551;83.15;
29634;80.15;
29700;81.15;
29784;82.15;
29850;84.15;
29935;84.15;
30001;82.15;
30084;85.15;
30168;78.15;
30235;84.15;
30318;83.15;
30384;101.02;
30467;96.02;
30535;98.02;
30618;101.02;
30685;102.02;
30766;102.02;
30835;97.0;
30919;95.02;
30985;98.0;
31068;97.02;
31151;98.02;
31218;100.02;
31301;101.02;
31368;91.81;
31451;92.81;
31518;95.81;
31601;94.81;
31685;89.81;
31752;93.81;
31834;93.81;
31901;95.81;
31984;89.81;
32051;92.81;
32134;89.81;
32202;89.81;
32284;95.81;
32351;96.81;
32435;71.30;
32502;74.30;
32585;74.30;
32651;68.30;
32735;72.30;
32802;67.30;
32885;69.30;
32967;69.30;
33034;68.30;
33118;72.30;
33184;67.30;
33267;68.30;
33351;71.30;
33418;55.20;
33501;52.20;
33568;53.20;
33651;48.20;
33719;54.20;
33801;52.20;
33868;51.20;
33952;49.20;
34018;55.20;
34102;50.20;
34167;50.20;
34251;50.20;
34318;49.20;
34402;51.06;
34485;55.06;
34551;50.06;
34634;56.06;
34701;53.06;
34785;50.06;
34852;53.06;
34935;55.06;
35085;50.06;
35235;57.06;
35385;74.17;
35535;72.17;
35619;72.17;
35685;76.17;
35768;75.17;
35835;73.17;
35919;74.17;
35984;77.17;
36067;76.17;
36151;76.17;
36218;75.17;
36302;78.17;
36368;78.17;
36451;98.13;
36518;93.13;
36602;93.13;
36669;97.13;
36751;97.13;
36818;98;
36902;96.13;
36969;92;
37051;96.13;
37135;94.13;
37201;92.13;
37285;92.13;
37351;96.13;
37435;97.66;
37501;96.66;
37585;93.66;
37668;96.66;
37736;95.66;
37818;98.66;
37885;96.66;
37968;93.66;
38035;96.66;
38119;100.66;
38185;93.66;
38268;100.66;
38335;98;
38418;79.36;
38485;74;
38569;74.36;
38635;80;
38717;79.36;
38801;77.36;
38869;80.36;
38951;81.36;
39018;77.36;
39101;76.36;
39168;79.36;
39252;81.36;
39319;77.36;
39401;54.97;
39485;54.97;
39552;53.97;
39635;55.97;
39702;57.97;
39785;54.97;
39852;55.97;
39935;52.97;
40002;52.;
40019;97;
40086;56.97;
40152;58.;
40168;97;
40235;55.97;
40302;55.;
40319;97;
40385;47.08;
40469;48.08;
40535;54.08;
40618;53.08;
40685;47.08;
40769;48.08;
40836;52.08;
40918;52.08;
41002;47.08;
41069;54.08;
41152;48.08;
41219;48.08;
41303;50.08;
41369;47.08;
41452;64.18;
41519;69.18;
41602;64.18;
41669;71.18;
41752;69.18;
41819;68.1;
41903;70.18;
41968;64.1;
42052;66.18;
42136;67.18;
42202;64.18;
42286;64.18;
42352;71.18;
42436;89.55;
42502;89.55;
42586;90.55;
42653;87.55;
42735;93.55;
42819;93.55;
42885;93.55;
42968;88.55;
43036;94.55;
43118;88.55;
43185;89.55;
43269;93.55;
43335;88.55;
43419;101.71;
43484;99.71;
43569;100.71;
43651;97.71;
43719;102.71;
43802;95.71;
43867;97.71;
43952;99.71;
44018;99.71;
44102;102.71;
44169;98.71;
44252;95.71;
44335;96.71;
44403;84.15;
44486;85.15;
44552;81.15;
44635;85.15;
44703;86.15;
44786;84.15;
44852;86.15;
44935;87.15;
45001;88.15;
45085;81.15;
45152;87.15;
45236;84.15;
45318;86.15;
45385;84.15;
45469;64.26;
45536;60.26;
45619;62.26;
45685;60.26;
45769;58.26;
45836;61.26;
45919;60.26;
45987;62.26;
46068;62.26;
46218;63.26;
46302;58.26;
46369;57.26;
46452;47.00;
46519;52.00;
46602;47.00;
46669;52.00;
46753;52.00;
46836;53.00;
46901;48.00;
46985;46.00;
47053;47.00;
47136;53.00;
47202;46.00;
47285;53.00;
47353;50.00;
47435;64.73;
47503;60.73;
47586;60.73;
47653;60;
47736;57.73;
47801;61;
